Titre,Année,Durée,Genres,Note,Votes
Le signal de l'amour,1921,89,Drama,6.5,343
Le chevalier errant,1921,95,Drama,6.8,29
L'Orgueilleuse,1920,60,Drama,6.0,9
Vox femina,1921,85,Drama,4.4,5
Rêve de seize ans,1921,80,Comedy,6.4,45
Mon gosse,1921,55,"Comedy,Drama",6.2,244
Les trois lumières,1921,97,"Drama,Fantasy,Thriller",7.7,5429
L'excentrique,1921,74,"Action,Comedy,Romance",6.5,216
La petite baignade,1921,60,Comedy,6.1,18
La poudre miraculeuse,1921,56,Comedy,6.2,15
Les deux orphelines,1921,150,"Drama,History,Romance",7.3,4799
Les révoltés,1920,75,"Crime,Romance,Thriller",6.6,494
Le Diable jaune,1920,\N,\N,6.2,6
Parisette,1921,380,Drama,6.0,15
Dolorès,1921,84,Drama,6.4,8
Le gosse infernal,1921,51,Comedy,6.3,69
La glorieuse Reine de Saba,1921,90,"Adventure,Drama",7.1,37
Sa fille,1921,70,\N,5.6,11
Marin malgré lui,1921,47,Comedy,6.9,977
Le rail,1921,50,Drama,6.4,221
La découverte d'un secret,1921,75,"Crime,Drama,Horror",6.2,1624
Les chasseurs de baleines,1921,63,"Adventure,Drama,Romance",6.5,92
Le cheik,1921,86,"Adventure,Drama,Romance",6.4,3128
Hurle à la mort,1921,70,"Adventure,Family",4.5,13
L'héroïne du rail,1921,\N,"Action,Adventure,Drama",2.9,14
L'idole du village,1921,70,"Action,Comedy,Romance",6.3,52
L'enfant du passé,1921,90,\N,6.0,11
La terre,1921,97,Drama,6.9,142
Les trois mousquetaires,1921,119,"Action,Adventure,Romance",7.0,869
L'homme marqué,1921,82,Western,6.8,31
Par l'entrée de service,1921,89,"Comedy,Drama",6.8,165
Le coeur sur la main,1921,99,Drama,6.8,1753
Deux femmes trop sages,1921,80,Drama,5.9,141
Torgus,1921,64,"Drama,History",6.0,30
Quatre hommes pour une femme,1921,52,Drama,6.1,354
Son Fils,1921,89,Drama,4.0,13
Le Prince des ténèbres,1921,60,"Crime,Drama",5.8,8
Les gens du Warmland,1921,110,"Drama,Romance",6.5,13
Sa Haine,1921,70,"Drama,Romance",6.2,55
L'épouvantail,1921,\N,\N,6.8,10
Cent à l'heure,1922,60,"Action,Sport,Thriller",4.6,7
L'émigrée,1922,60,"Drama,Romance",4.5,10
La bourrasque,1922,70,Drama,7.0,12
Régina,1922,112,"Drama,Romance",6.1,776
Le droit d'aimer,1922,80,"Drama,Romance",6.7,2228
Rival des Dieux,1922,57,"Drama,Horror,Mystery",6.2,25
Arènes sanglantes,1922,108,"Drama,Romance,Sport",6.5,1256
La caution,1922,60,"Adventure,Drama,Romance",3.0,10
Un fier gueux,1922,60,"Action,Adventure,Crime",3.3,12
La terre qui flambe,1922,98,Drama,7.0,584
Roxelane,1922,70,"Drama,Romance",6.2,259
La chaîne brisée,1922,70,"Adventure,Drama,Romance",5.1,9
La conquête d'une femme,1922,60,"Drama,Romance",5.8,5
Crainquebille,1922,90,Drama,7.1,353
La justicière,1922,50,"Action,Adventure,Romance",1.5,8
Il était une fois,1922,75,"Drama,Family,Fantasy",6.3,353
Et puis ça va,1922,60,"Comedy,Romance",7.1,1291
À la manière de Roméo,1921,60,Comedy,6.6,15
Le harpon,1922,83,"Adventure,Drama,Romance",6.1,342
Mabuse le démon du crime,1922,242,"Crime,Mystery,Thriller",7.9,7645
Roman chinois,1922,80,"Comedy,Romance",6.5,10
Le visage dans le brouillard,1922,70,Mystery,6.8,5
Le sceau de Cardi,1922,70,"Adventure,Crime,Drama",5.0,7
Os Faroleiros,1922,72,Drama,6.3,46
Les morts vivants,1922,\N,\N,6.4,7
La femme de nulle part,1922,61,Drama,6.5,136
Coeur de Père,1922,74,Drama,6.2,157
Envoûté (2ième partie de 'L'amour qui tue),1922,70,Drama,5.4,9
Folies de femmes,1922,117,"Drama,Thriller",7.0,3202
L'enfant sacrifiée,1922,70,Drama,7.0,6
Aimez-vous les uns les autres,1922,105,Drama,6.5,376
La fin des fantômes,1922,57,"Comedy,Horror",6.0,9
La glorieuse aventure,1922,70,"Adventure,History",7.0,29
Le talisman de Grand-mère,1922,60,"Comedy,Family",7.0,1675
La cage dorée,1922,60,"Drama,Romance",7.0,5
Inconscience,1922,50,Drama,6.2,9
Olympic 13 gagnant,1922,60,Comedy,4.8,5
Le coeur humain,1922,70,Drama,6.7,7
Le crime de Mme Lévy,1922,84,"Drama,Romance",6.4,23
Jalousie,1922,80,Adventure,5.0,8
La sorcellerie à travers les âges,1922,91,"Documentary,Fantasy,History",7.7,12665
A l'assaut de la montagne - Dans la tempête et la glace,1921,54,Documentary,7.1,44
Le calvaire de Mme Mallory,1922,80,Drama,6.4,8
Centaure,1922,70,"Action,Adventure,Romance",7.0,26
Un derby sensationnel,1922,60,"Action,Adventure,Crime",5.3,15
Héros sans le savoir,1923,50,Western,7.2,5
Les yeux de l'amour,1922,77,"Crime,Romance",6.9,26
"Kid Roberts, Gentleman du ring",1922,\N,"Drama,Sport",6.2,5
Lorna Doone,1922,70,"Drama,Romance",6.7,275
Perpétua,1922,60,"Crime,Drama",6.5,21
Lucrèce Borgia,1922,75,"Drama,History,War",6.8,73
Gaspard le loup,1922,\N,Western,7.1,11
La raison de vivre,1922,60,Drama,5.8,10
L'homme de l'au-delà,1922,74,Mystery,5.4,234
Le réquisitoire,1922,100,Drama,6.2,424
Chevaux de bois,1923,110,Drama,6.6,304
Messaline,1924,\N,"Drama,History",5.8,24
Le Comte de Monte Cristo,1922,100,"Drama,Romance",6.6,353
Morane le marin,1922,68,Adventure,6.4,316
La Dictatrice,1922,60,Drama,6.6,5
La rebelle,1922,\N,Drama,3.0,8
Nanouk l'Esquimau,1922,78,Documentary,7.6,11130
Nathan le sage,1922,128,"Drama,History",6.9,118
Des gens très bien,1922,70,"Comedy,Romance",5.4,9
Nosferatu le vampire,1922,94,"Fantasy,Horror",7.9,89681
Oliver Twist,1922,98,Drama,6.7,729
La maison cernée,1922,69,Drama,6.9,9
Perdus sur l'océan,1922,60,"Action,Adventure,Romance",6.9,8
La nuit mystérieuse,1922,128,"Comedy,Horror,Mystery",5.4,105
Othello,1922,79,"Drama,Romance",6.4,243
Peg de mon coeur,1922,80,"Comedy,Drama",6.9,81
Le fantôme,1922,125,"Drama,Romance",6.9,1578
Polikouchka,1922,50,Drama,6.9,54
Le dernier des Don Farel,1922,80,Drama,6.3,15
Le roman d'un Roi,1922,125,"Adventure,Romance",6.7,456
Émancipée,1922,50,Drama,6.5,8
Robin des Bois,1922,143,"Adventure,Family,Romance",7.2,2025
Salomé,1922,72,"Biography,Drama,History",6.7,841
Le détour,1922,90,"Comedy,Romance",6.9,112
Le montreur d'ombres,1923,90,"Drama,Fantasy,Horror",6.8,887
Le repentir,1922,70,Drama,6.2,381
Sherlock Holmes contre Moriarty,1922,85,"Drama,Mystery",5.8,570
Le foyer qui s'éteint,1922,90,Drama,4.1,23
L'aigle,1922,58,"Action,Drama,Romance",5.8,163
La victoire du coeur,1922,96,Drama,6.9,71
Ainsi sont les hommes,1923,\N,"Biography,Drama",5.5,13
Le sixième commandement,1922,150,Drama,6.0,173
Fleur des sables,1923,96,Drama,6.5,24
Sous le soleil d'Espagne,1922,50,Drama,6.7,23
Squibs gagne la coupe de Calcutta,1922,\N,Comedy,6.7,10
Tess au pays des haines,1922,137,"Drama,Romance",6.8,426
Les trois revenants,1922,60,Comedy,6.8,22
L'étroit mousquetaire,1922,58,"Action,Adventure,Comedy",6.9,520
Le roman de cousine Laure,1922,50,Drama,6.8,6
Fleur de Lotus,1922,54,"Drama,Family,Fantasy",6.6,677
Tu ne tueras point,1922,60,Drama,5.9,123
Le Suprême Rendez-vous,1922,90,"Drama,Romance",7.0,11
Chagrin de gosse,1922,50,"Comedy,Drama",5.2,5
Les bons larrons,1922,80,"Comedy,Drama",6.2,11
Le mystère de la vallée blanche,1922,70,"Action,Drama,Romance",7.0,8
La noce au pied de la potence,1922,68,Drama,5.8,50
L'épreuve du feu,1922,93,Drama,6.8,86
Le forgeron du village,1922,80,"Drama,Romance",5.2,73
Vingt ans après,1922,\N,History,6.7,7
La femme du Pharaon,1922,100,"Drama,History",6.6,454
Sur les marches d'un trône,1922,120,"Drama,Romance",6.4,972
Viviane,1922,70,"Adventure,Drama,Romance",2.2,10
Jeunesse,1922,90,Drama,8.0,73
Le jeune rajah,1922,54,"Drama,Romance",6.3,368
La rançon d'un trône,1923,102,Drama,6.6,82
La force du sang,1923,101,"Adventure,Drama,Romance",6.1,19
Tout pour l'or,1923,83,Drama,5.7,11
L'évasion de Baruch,1923,128,Drama,6.9,128
Cendres de vengeance,1923,111,Drama,6.7,40
L'auberge rouge,1923,80,Drama,6.7,101
La belle Nivernaise,1924,69,Drama,7.1,99
La huitième femme de Barbe-Bleue,1923,60,"Comedy,Romance",7.5,11
La première femme,1923,60,"Drama,Romance",6.4,10
Le châle aux fleurs de sang,1923,80,"Adventure,Drama",6.4,32
L'appel de la vallée,1923,70,Western,5.7,15
L'homme aux camées,1923,70,Drama,5.2,326
La flétrissure,1923,80,Drama,5.7,6
L'enfant du cirque,1923,60,"Comedy,Drama",6.6,25
Coeur fidèle,1923,87,"Drama,Romance",7.5,1141
La caravane vers l'Ouest,1923,98,"Adventure,Romance,Western",6.6,532
P'tit père,1923,60,Drama,7.0,6
Sourire d'enfant,1923,60,\N,7.1,19
La marchande de rêves,1923,70,Drama,6.8,33
Le vaisseau tragique,1923,86,"Drama,Romance",7.0,91
Les ennemis de la femme,1923,105,"Drama,Romance",5.1,23
Loulou,1923,50,\N,6.2,42
La ville éternelle,1923,80,"Drama,War",6.0,8
L'image aimée,1923,60,Drama,3.3,23
Le vengeur,1923,90,Adventure,6.8,18
Le gamin de Paris,1923,120,Comedy,6.8,13
La Déesse rouge,1923,80,Adventure,6.4,48
Le vieux manoir,1923,101,Drama,7.0,148
La légende de Gösta Berling,1924,183,"Drama,Romance",7.1,1116
Hollywood,1923,80,Comedy,7.0,49
Le Dernier Voyage du Nancy B,1923,70,"Adventure,Drama,Romance",5.2,19
Quasimodo,1923,133,"Drama,Horror,Romance",7.2,4905
La faute d'un autre,1923,67,Comedy,5.4,12
I.N.R.I.,1923,102,Drama,6.1,51
L'île des navires perdus,1923,80,Drama,7.2,12
La folie du jazz,1923,80,Drama,7.2,6
Les deux gosses,1923,70,Drama,5.0,5
Vox Populi,1923,65,War,6.3,20
Le jeune Médard ou Pour l'honneur,1923,136,History,4.7,47
La Cible vivante,1923,55,Drama,6.5,8
Le port des brumes,1923,60,Drama,6.8,6
Le pays natal,1923,\N,\N,6.5,8
La terreur de la goëlette,1923,\N,Horror,5.2,6
Justice de Tziganes,1923,70,Drama,4.4,7
L'avalanche,1923,71,Drama,5.5,56
Après la tempête,1923,70,Drama,6.0,25
Le Petit Prince,1923,104,Drama,7.2,10
Roses de Piccadilly,1923,61,"Drama,Romance",7.2,15
L'embrasement,1923,70,Drama,6.1,32
La rue des vipères,1923,90,Drama,6.0,5
Spring Magic,1923,70,"Fantasy,Romance",6.8,5
Les pirates du lac Maëlar,1923,107,Comedy,6.5,35
Le Glaive de la loi,1924,84,Drama,6.9,20
Une dette sacrée,1923,\N,\N,3.8,13
Vers la mort,1923,50,"Action,Adventure,Drama",5.4,77
Les cordonniers de la paroisse,1923,83,"Comedy,Drama",5.8,70
Les lois de l'hospitalité,1923,65,"Comedy,Romance,Thriller",7.8,10359
Le pélerin,1923,47,Comedy,7.4,4577
Les pionniers du Far-West,1923,70,Western,5.9,16
Les femmes libres,1923,60,"Action,Drama,Romance",6.7,11
Raskolnikoff,1923,135,Drama,6.8,262
L'esprit de chevalerie,1923,80,Drama,7.1,9
"Rosita, chanteuse des rues",1923,99,"Comedy,Romance",6.5,331
La tragédie de Sisif,1923,417,Drama,7.5,1976
Monte là-dessus!,1923,74,"Action,Comedy,Thriller",8.1,18696
L'enfant de la balle,1923,50,Drama,7.3,10
Scaramouche,1923,124,"Drama,Romance",7.0,548
Le trésor,1923,80,"Drama,Romance",6.8,251
Grisou,1923,65,"Action,Drama",6.3,58
La tempête dans le désert,1922,60,"Adventure,Drama",1.5,10
La terre a tremblé,1923,96,Drama,6.5,383
Le chic cheik,1923,50,Comedy,5.8,29
La marque des quatre,1923,\N,"Crime,Drama,Mystery",7.0,64
Sa patrie,1923,80,Drama,6.1,70
L'Âme de la bête,1923,65,"Adventure,Drama,Romance",6.8,43
Âmes à vendre,1923,90,"Comedy,Drama,Romance",7.0,843
La danseuse Espagnole,1923,56,"Drama,History,Romance",7.0,50
L'araignée et la rose,1923,70,"Adventure,Drama",5.3,7
L'étoile du cirque,1924,\N,\N,4.5,8
La cavalier de pierre,1923,86,"Drama,Fantasy,Horror",6.7,70
La première aventure de Douglas Fairbanks Junior,1923,60,Comedy,6.6,11
La rue,1923,74,Drama,7.0,356
Suzanna,1923,80,Comedy,6.8,26
La nuit de la Saint-Sylvestre,1924,66,Drama,6.2,148
Le temple de Vénus,1923,70,"Fantasy,Romance",6.4,10
Les dix commandements,1923,136,"Biography,Drama,Fantasy",6.8,2020
Les trois âges,1923,63,Comedy,7.1,4107
En trombe,1923,50,Western,4.4,27
La sagesse des trois vieux fous,1923,70,Comedy,6.0,14
"Une cruche, une miche... et toi!",1923,60,"Action,Adventure,Comedy",5.2,9
La tigresse,1923,80,Drama,6.4,29
Jusqu'au dernier homme,1923,70,"Drama,Western",5.9,19
Cendrillon,1923,50,Fantasy,6.4,28
Le cabinet des figures de cire,1924,107,"Fantasy,Horror",6.6,1836
Dans la ville endormie,1923,60,Horror,7.0,20
La rose blanche,1923,100,"Drama,Romance",6.4,164
Dans les laves du Vésuve,1923,143,"Drama,Romance",6.8,399
Les fauves,1923,86,"Crime,Drama,Mystery",6.2,141
Faut pas s'en faire,1923,63,"Adventure,Comedy,Family",7.4,1603
La Dernière Chevauchée,1923,70,"History,Western",7.0,15
A l'abri des lois,1923,105,Drama,6.4,102
L'opinion publique,1923,82,"Drama,Romance",7.0,4974
Zaza,1923,84,"Drama,Romance",6.2,801
La Comtesse Olenska,1924,70,Drama,6.6,30
Pour l'indépendance,1924,141,"Drama,History,War",6.4,351
Paris New York,1924,\N,Action,7.0,5
L'Arabe,1924,70,Drama,6.2,26
Coeur de chien,1924,60,"Action,Adventure,Drama",5.4,22
L'enfant des Flandres,1924,70,"Drama,Family",7.5,11
La papillonne,1924,80,"Drama,Romance",7.0,13
Miss Capitaine,1924,64,Drama,6.8,211
Sous l'inquisition,1924,\N,Drama,6.9,18
Souvent femme varie,1924,70,Comedy,7.6,7
Circé,1924,74,Drama,7.0,9
Marins,1924,60,Drama,6.6,21
Les affamés,1924,60,"Crime,Drama",6.8,5
Dorothy Vernon de Haddon Hall,1924,135,"Drama,History,Romance",6.9,133
Le Capitaine Blake !,1924,66,Comedy,6.5,32
La fille de l'eau,1925,71,"Drama,Romance",6.8,545
Les finances du Grand-Duc,1924,80,Comedy,6.4,763
Paradis défendu,1924,69,Comedy,6.1,127
La baraque des monstres,1924,75,Drama,7.1,78
Ça t'la coupe!,1924,87,"Comedy,Romance",7.7,3152
Une biche et quarante chevaux,1924,60,Comedy,6.0,6
Âme de gosse,1924,60,Drama,5.8,22
Le bonheur en ménage,1924,76,Comedy,7.2,16
L'amour est maître,1924,\N,\N,3.8,10
Larmes de clown,1924,95,"Drama,Romance,Thriller",7.8,3354
Les larmes de la reine,1924,70,"Drama,Romance",6.2,10
Mon coeur et mes millions,1924,70,"Comedy,Romance",6.8,256
Plus fort que Lindbergh,1927,60,Comedy,6.5,15
Son heure,1924,70,Drama,6.1,12
Une femme a osé,1924,\N,Comedy,7.0,10
Une riche famille,1924,53,Comedy,7.1,1259
Les loups de Montmartre,1924,80,Drama,7.4,12
L'inhumaine,1924,135,"Adventure,Drama,Mystery",7.2,748
Le Repaire de la porte d'enfer,1924,200,"Action,Drama",5.9,14
Le cheval de fer,1924,150,"History,Romance,Western",7.2,1980
Janice Meredith,1924,153,"Drama,History,Romance",5.5,671
Kean ou Désordre et génie,1924,136,Drama,6.7,149
"Rex, le cheval démon",1924,50,Western,6.7,27
Ciné oeil - La vie à l'improviste,1924,78,Documentary,7.2,927
Le dernier homme sur terre,1924,70,"Comedy,Fantasy,Sci-Fi",6.0,64
L'Amérique l'a échappé belle,1924,60,"Action,Comedy,Sci-Fi",6.0,21
Le dernier rire,1924,77,Drama,8.1,12880
Le phare qui s'éteint,1924,70,"Drama,Family",7.3,31
Le Petit Robinson Crusoë,1924,70,Comedy,7.8,5
Mademoiselle minuit,1924,67,Comedy,6.4,38
Tricheuse,1924,75,"Comedy,Drama",6.5,991
"Gentleman Georges, cambrioleur",1924,70,"Adventure,Comedy,Romance",6.9,25
Comédiennes,1924,85,Comedy,7.1,1100
Michael,1924,93,"Drama,Romance",7.1,1603
Le miracle des loups,1924,132,Drama,6.7,69
Monsieur Beaucaire,1924,106,"Drama,Romance",5.7,451
Le charmeur gitan,1929,69,"Drama,Romance",6.4,59
Au-delà de la mort,1924,83,Drama,5.6,5
La croisière du navigator,1924,59,"Action,Comedy,Romance",7.7,9203
Les aventures extraordinaires de Mister West au pays des Bolcheviks,1924,94,Comedy,6.6,912
"Les Nibelungen, la vengeance de Kriemhild",1924,129,"Adventure,Drama,Fantasy",7.9,4029
Les Nibelungen: la mort de Siegfried,1924,143,"Adventure,Drama,Fantasy",8.1,5302
À qui la faute?,1924,56,"Drama,Romance",6.3,78
Le Taciturne,1924,80,Western,6.6,12
Les mains d'Orlac,1924,92,"Crime,Horror,Mystery",7.1,2546
Le rayon invisible,1925,59,Sci-Fi,7.2,1589
Abnégation,1924,\N,Drama,6.3,29
La perruque,1925,\N,\N,6.5,6
Peter Pan,1924,105,"Adventure,Family,Fantasy",7.1,922
Calomnie,1924,77,"Comedy,Drama",6.5,6
"Pierrot, Pierrette",1924,67,"Comedy,Drama",7.0,21
Roulette/II,1924,70,Drama,6.4,11
Folle jeunesse,1924,70,"Comedy,Drama",6.6,25
Romola,1924,102,"Drama,History",6.2,166
L'hacienda rouge,1924,90,Drama,7.9,16
L'aigle des mers,1924,123,"Adventure,Drama,Romance",7.0,478
Sherlock Junior,1924,45,"Action,Comedy,Romance",8.2,43095
L'homme du rail,1924,70,Drama,6.5,61
L'accusateur silencieux,1924,60,"Action,Crime,Drama",6.2,5
L'Esclave Reine,1924,144,Drama,5.7,72
Mon grand,1924,90,Drama,7.1,16
Scandale !,1924,60,Drama,7.2,57
Le fantôme de la vitesse,1924,85,Comedy,5.7,10
La grève,1925,82,Drama,7.6,7227
Richard détective,1924,\N,"Action,Adventure,Crime",6.8,8
Terreur,1924,\N,Drama,7.5,8
La maison de l'homme mort,1925,80,Drama,6.6,8
Le voleur de Bagdad,1924,155,"Adventure,Family,Fantasy",7.7,5689
Trois femmes,1924,83,Drama,7.1,43
Guerrita,1924,90,"Comedy,Romance",5.4,10
La terre des taureaux,2000,60,\N,5.4,11
La tragédie des Habsbourg,1924,\N,Drama,2.8,10
Triomphe,1924,80,Drama,6.7,11
Face à l'ennemi,1924,97,Drama,7.2,12
Violettes impériales,1924,\N,"Adventure,Comedy",4.3,18
Le Vagabond du désert,1924,60,Western,7.0,6
La folie d'une femme,1924,70,Drama,6.5,22
Amours d'étoile,1924,70,Drama,7.0,13
L'ombre blanche,1924,82,Drama,6.3,203
Plus de femmes!,1924,\N,"Drama,Romance",7.6,16
Capricciosa,1924,88,"Drama,Romance",6.8,432
La dernière danse,1923,82,"Drama,Romance",7.1,51
Le roi du cirque,1924,64,Comedy,7.1,15
Les aventures du prince Ahmed,1926,80,"Adventure,Animation,Family",7.8,5529
L'aventure,1925,70,"Adventure,Drama",5.5,21
Les pirates de l'air,1925,80,"Action,Adventure,Romance",5.9,23
Au rayon rouge du soleil couchant,1925,\N,Drama,6.7,6
Raffles,1925,56,"Adventure,Crime,Drama",5.3,46
Le calvaire des divorcés,1925,60,Comedy,6.8,48
Le capitaine mystère,1925,80,"Action,Adventure,Drama",2.6,9
Dick le vengeur,1925,\N,Adventure,5.8,6
La cité en flammes,1925,70,Drama,5.6,7
Jazz,1925,70,Comedy,6.1,68
Les limiers,1925,70,"Action,Drama",7.4,7
Sans crier gare!,1925,50,"Comedy,Western",7.3,9
La grande parade,1925,151,"Drama,Romance,War",7.9,6226
L'image,1923,115,"Drama,Fantasy,Romance",6.6,8
Le cyclone noir,1925,57,"Romance,Western",6.1,35
Corps et âme,1925,102,Drama,6.2,824
La barrière des races,1925,71,Western,7.0,179
Un joueur enragé,1925,70,Drama,6.2,5
Le cuirassé Potemkine,1925,75,"Drama,History,Thriller",8.0,53729
Jack le centaure,1925,60,"Romance,Sport,Western",7.1,14
Faut qu'ça gaze,1925,80,"Comedy,Drama",6.8,13
Justice aveugle - (2e partie de Pari Tragique),1925,67,Drama,5.7,42
The Circle,1925,71,"Comedy,Drama",6.2,519
L'alouette au miroir,1925,70,"Comedy,Romance",6.8,5
Le corsaire aux jambes molles,1925,90,Adventure,2.7,10
Le prix d'une folie,1925,70,Drama,8.0,5
L'homme du Ranch,1925,71,"Drama,Romance",6.9,42
Les Rois en exil,1925,64,Drama,6.5,43
Le Cracker Jack,1925,70,Comedy,6.4,18
Dansons!,1925,70,Drama,6.7,27
L'ange des ténèbres,1925,80,Drama,7.4,20
Justice est faite,1925,60,Western,5.5,6
Le cargo infernal,1925,80,Drama,5.6,15
Le brigand gentilhomme,1925,70,Adventure,5.9,70
"Don X., fils de Zorro",1925,111,"Adventure,Romance",6.9,427
La Reine de la mode,1925,80,"Comedy,Drama,Romance",6.8,14
Le maître du logis,1925,111,"Comedy,Drama",7.1,1781
Le réprouvé,1925,50,Western,5.9,11
L'aigle noir,1925,73,"Action,Adventure,Comedy",6.6,1794
Le merle blanc,1925,79,Comedy,6.4,7
Jalousie,1925,58,Drama,7.0,18
Domination,1925,60,"Comedy,Drama,Romance",7.0,5
Le fantôme du Moulin-Rouge,1925,90,"Drama,Fantasy",6.3,136
Feu Mathias Pascal,1926,170,"Comedy,Drama,Romance",7.1,321
Champion,1925,70,"Action,Drama,Sport",3.3,22
Vive le sport!,1925,77,"Comedy,Family,Romance",7.5,5062
La rue sans joie,1925,125,Drama,7.2,1406
Le chant du pays natal,1926,45,Drama,5.9,107
Les fiancés de Glomdal,1926,115,"Drama,Romance",6.6,433
Ma vache et moi,1925,69,"Comedy,Western",7.2,3910
La ruée vers l'or,1925,95,"Adventure,Comedy,Drama",8.2,102547
L'or et la femme,1925,50,Western,6.2,8
Le lit d'or,1925,90,Drama,7.2,21
Déchéance,1925,80,Drama,6.8,152
L'exode,1925,71,Documentary,7.8,948
Les rapaces,1924,140,"Drama,Thriller,Western",8.1,9164
Gribiche,1926,113,Drama,6.8,231
Voulez-vous m'épouser?,1925,\N,"Adventure,Crime,Drama",3.8,12
Coeur de sirène,1925,70,Drama,6.3,9
Buck l'indomptable,1925,50,Western,5.0,14
Sa soeur de Paris,1925,70,Comedy,6.4,159
Les siens,1925,93,"Drama,Romance",7.7,19
Le gardien du foyer,1925,80,Drama,6.6,11
Trop de femmes,1925,80,Comedy,7.2,13
Les Maudits,1925,92,Drama,6.7,40
Le bonheur juif,1925,100,"Comedy,Romance",6.5,99
Charles XII,1925,136,"Drama,History",6.7,15
La fille de Négofol,1925,70,"Comedy,Drama,Romance",5.6,76
Incognito,1925,60,"Comedy,Romance",6.9,39
Ma femme et son flirt,1925,\N,Comedy,7.0,30
Un baiser dans la nuit,1925,60,Comedy,7.1,11
Le Maître de Poste,1925,77,Drama,7.3,9
L'éventail de Lady Windermere,1925,120,Comedy,7.3,1022
La dame de la nuit,1925,70,"Drama,Romance",6.6,554
Sa vie,1925,96,Drama,5.0,128
Notre héros,1925,80,"Action,Comedy,Drama",7.2,483
Extra Dry,1925,104,"Comedy,Drama,Romance",5.9,99
La petite Annie,1925,94,"Comedy,Drama",6.7,892
Le petit colonel,1935,81,"Comedy,Family,Musical",7.1,1491
La glissade infernale,1925,80,"Comedy,Romance",7.0,9
L'enfant de la jungle,1925,70,"Adventure,Drama",6.3,34
Le monde perdu,1925,110,"Adventure,Fantasy,Sci-Fi",7.0,4705
Champion 13,1925,63,"Action,Comedy,Drama",6.7,20
Tel... Don Juan,1925,\N,Western,5.5,12
La danseuse folle,1925,\N,\N,5.6,7
Toubilllon de jeunesse,1925,65,Drama,7.0,30
Madame Sans-Gêne,1925,100,Comedy,5.6,31
La merveilleuse aventure,1925,\N,"Action,Adventure,Comedy",5.7,20
La rose du ruisseau,1925,64,"Drama,Romance",6.5,11
La veuve joyeuse,1925,137,"Drama,Romance",7.3,2154
Le train de minuit,1925,70,"Drama,Romance",6.8,36
Les cadets de la mer,1925,80,"Drama,Romance",5.4,11
Les Misérables pt.2 - Fantine,1925,359,Drama,7.0,57
Miss Barbe-Bleue,1925,62,"Comedy,Romance",6.4,34
Le Docteur X,1925,86,"Comedy,Horror,Mystery",6.2,932
"Pas d'argent, pas de soldats",1925,\N,\N,6.7,6
Naples au baiser de feu,1925,73,\N,6.7,6
La frontière humaine,1925,80,Drama,6.4,5
Raymond ne veut plus de femmes,1925,60,Comedy,7.0,30
L'homme,1925,114,Drama,7.2,5
Oh! Docteur!,1925,63,Comedy,6.1,48
Marchand d'habits (1926),1925,65,Drama,2.4,87
Nuits parisiennes,1925,70,"Drama,Romance",6.5,8
Le mystérieux Raymond,1925,78,"Comedy,Crime,Romance",6.7,130
Perds pas tes Dollars!,1925,55,Comedy,6.4,41
Le fantôme de l'opéra,1925,93,Horror,7.6,16958
